Hola compañeros,

En este correo os envío los datos tomados por nuestra sonda.
Os envío "el bruto" en un archivo .txt 

Formato:

$Datos,n, humidity [%],Ext Temp [ºC], Int Tem [ºC],Pressure [KPa],Z 

Eg: $Datos,1,46,22,20,89,Z

En este ejemplo, estaríamos viendo los datos de la muestra número "1". Comprobamos que había un 46% de Humedad relativa, una temperatura exterior de 22ºC y una interior de 20ºC, con una presión de 89KPa.

Como podéis comprobar los dos termómetros no están del todo "calibrados/sincronizados". Son de diferente tipo y hay fluctuaciones entre ambos. A lo mejor se pueden hacer algún pequeño algoritmo de corrección que añada un OFFSET (en teoría, durante las primeras tomas, ambos dos deberían encontrarse al mismo valor) para poder comparar las medidas a lo largo del vuelo.

$Datos,633, 45,3,235,65,Z
$Datos,634, 45,3,235,66,Z
$Datos,635, 45,3,235,67,Z
$Datos,636, 45,5,235,67,Z
$Datos,637, 46,6,236,68,Z
$Datos,638, 46,6,236,69,Z
$Datos,639, 46,7,236,70,Z
$Datos,640, 46,8,236,71,Z
$Datos,641, 45,8,237,72,Z
$Datos,642, 47,8,237,72,Z
$Datos,643, 49,9,238,73,Z
$Datos,644, 49,9,237,74,Z
$Datos,645, 50,10,238,75,Z
$Datos,646, 48,10,238,76,Z
$Datos,647, 45,11,238,77,Z
$Datos,648, 44,12,239,77,Z
$Datos,649, 42,13,239,78,Z
$Datos,650, 39,13,239,79,Z
$Datos,651, 39,13,240,80,Z
$Datos,652, 39,13,240,81,Z
$Datos,653, 41,15,241,82,Z
$Datos,654, 54,15,241,83,Z
$Datos,655, 58,15,241,83,Z
$Datos,656, 58,15,242,84,Z
$Datos,657, 58,15,242,85,Z
$Datos,658, 63,15,242,86,Z
$Datos,659, 62,15,242,87,Z
$Datos,660, 61,16,242,88,Z
$Datos,661, 61,16,243,88,Z
$Datos,662, 61,16,244,88,Z
$Datos,663, 60,15,244,88,Z
$Datos,664, 59,15,244,88,Z
$Datos,665, 59,15,245,88,Z
$Datos,666, 58,15,245,88,Z
$Datos,667, 58,14,245,88,Z
$Datos,668, 58,14,245,88,Z
$Datos,669, 58,14,246,88,Z
$Datos,670, 58,14,245,88,Z
$Datos,671, 58,13,246,88,Z
$Datos,672, 58,13,247,88,Z
$Datos,673, 58,13,247,88,Z
$Datos,674, 58,13,247,88,Z
$Datos,675, 58,13,247,88,Z
$Datos,676, 58,12,247,88,Z
$Datos,677, 58,12,248,88,Z
$Datos,678, 58,12,248,88,Z
$Datos,679, 58,12,248,88,Z
$Datos,680, 58,12,248,88,Z
$Datos,681, 58,12,248,88,Z
$Datos,682, 57,11,248,88,Z
$Datos,683, 58,11,248,88,Z
$Datos,684, 59,11,248,88,Z
$Datos,685, 59,11,248,88,Z
$Datos,686, 59,11,249,88,Z
$Datos,687, 61,11,249,88,Z
$Datos,688, 63,10,249,88,Z
$Datos,689, 63,10,249,88,Z
$Datos,690, 63,10,249,88,Z
$Datos,691, 66,10,250,88,Z
$Datos,692, 68,10,250,88,Z
$Datos,693, 68,10,251,88,Z
$Datos,694, 68,10,250,88,Z
$Datos,695, 67,9,250,88,Z
$Datos,696, 69,9,250,88,Z
$Datos,697, 72,9,251,88,Z
$Datos,698, 74,9,251,88,Z
$Datos,699, 74,9,251,88,Z
$Datos,700, 74,9,251,88,Z
$Datos,701, 74,9,251,88,Z
$Datos,702, 74,9,251,88,Z
$Datos,703, 74,9,252,88,Z
$Datos,704, 74,9,252,88,Z
$Datos,705, 74,9,251,88,Z
$Datos,706, 79,8,251,88,Z
$Datos,707, 82,8,252,88,Z
$Datos,708, 84,8,252,88,Z
$Datos,709, 84,8,252,88,Z
$Datos,710, 85,8,253,88,Z
$Datos,711, 85,8,252,88,Z
$Datos,712, 85,8,253,88,Z
$Datos,713, 81,8,253,88,Z
$Datos,714, 81,8,254,88,Z
$Datos,715, 80,8,253,88,Z
$Datos,716, 80,8,254,88,Z
$Datos,717, 81,8,254,88,Z
$Datos,718, 81,8,254,88,Z
$Datos,719, 82,8,254,88,Z
$Datos,720, 81,8,254,88,Z
$Datos,721, 81,8,253,88,Z
$Datos,722, 80,8,255,88,Z
$Datos,723, 80,8,254,88,Z
$Datos,724, 80,8,255,88,Z
$Datos,725, 80,8,254,88,Z
$Datos,726, 80,7,255,88,Z
$Datos,727, 80,7,255,88,Z
$Datos,728, 80,7,255,88,Z
$Datos,729, 80,7,255,88,Z
$Datos,730, 79,7,255,88,Z
$Datos,731, 80,7,255,88,Z
$Datos,732, 80,7,255,88,Z
$Datos,733, 80,7,255,88,Z
$Datos,734, 83,7,0,88,Z
$Datos,735, 83,7,0,88,Z
$Datos,736, 84,7,255,88,Z
$Datos,737, 84,7,0,88,Z
$Datos,738, 84,7,0,88,Z
$Datos,739, 85,7,0,88,Z
$Datos,740, 86,7,0,88,Z
$Datos,741, 86,7,0,88,Z
$Datos,742, 86,7,0,88,Z
$Datos,743, 86,7,0,88,Z
$Datos,744, 86,7,0,88,Z
$Datos,745, 87,7,0,88,Z
$Datos,746, 86,7,0,88,Z
$Datos,747, 87,7,0,88,Z
$Datos,748, 88,7,0,88,Z
$Datos,749, 89,7,0,88,Z
$Datos,750, 90,7,0,88,Z
$Datos,751, 91,7,1,88,Z
$Datos,752, 91,7,1,88,Z
$Datos,753, 91,7,1,88,Z
$Datos,754, 92,7,1,88,Z
$Datos,755, 92,7,0,88,Z
$Datos,756, 92,7,1,88,Z
$Datos,757, 92,7,1,88,Z
$Datos,758, 91,7,1,88,Z
$Datos,759, 91,7,1,88,Z
$Datos,760, 90,7,1,88,Z
$Datos,761, 90,7,1,88,Z
$Datos,762, 89,7,2,88,Z
$Datos,763, 89,7,2,88,Z
$Datos,764, 89,7,2,88,Z
$Datos,765, 88,7,2,88,Z
$Datos,766, 88,7,2,88,Z
$Datos,767, 91,7,2,88,Z
$Datos,768, 96,7,2,88,Z
$Datos,769, 96,7,2,88,Z
$Datos,770, 96,7,2,88,Z
$Datos,771, 99,7,2,88,Z
$Datos,772, 99,7,3,88,Z
$Datos,773, 99,7,3,88,Z
$Datos,774, 99,7,3,88,Z
$Datos,775, 99,7,2,88,Z
$Datos,776, 99,7,3,88,Z
$Datos,777, 99,7,2,88,Z
$Datos,778, 99,7,3,88,Z
$Datos,779, 99,7,3,88,Z
$Datos,780, 99,7,3,88,Z
$Datos,781, 99,7,3,88,Z
$Datos,782, 99,7,3,88,Z
$Datos,783, 99,7,3,88,Z
$Datos,784, 99,7,4,88,Z
$Datos,785, 99,7,3,88,Z
$Datos,786, 99,7,4,88,Z
$Datos,787, 99,7,4,88,Z
$Datos,788, 99,7,3,88,Z
$Datos,789, 99,7,4,88,Z
$Datos,790, 99,7,4,88,Z
$Datos,791, 99,7,4,88,Z
$Datos,792, 99,7,4,88,Z
$Datos,793, 99,7,4,88,Z
$Datos,794, 99,7,4,88,Z
$Datos,795, 99,7,4,88,Z
$Datos,796, 99,7,4,88,Z
$Datos,797, 99,7,5,88,Z
$Datos,798, 99,7,4,88,Z
$Datos,799, 99,7,5,88,Z
$Datos,800, 99,7,4,88,Z
$Datos,801, 99,7,5,88,Z
$Datos,802, 99,7,5,88,Z
$Datos,803, 99,7,4,88,Z
$Datos,804, 99,7,5,88,Z
$Datos,805, 99,7,5,88,Z
$Datos,806, 99,7,5,88,Z
$Datos,807, 99,7,5,88,Z
$Datos,808, 99,7,5,88,Z
$Datos,809, 99,7,5,88,Z
$Datos,810, 99,7,5,88,Z
$Datos,811, 99,7,5,88,Z
$Datos,812, 99,7,5,88,Z
$Datos,813, 99,7,6,88,Z
$Datos,814, 99,7,6,88,Z
$Datos,815, 99,7,5,88,Z
$Datos,816, 99,7,5,88,Z
$Datos,817, 99,7,5,88,Z
$Datos,818, 99,7,6,88,Z
$Datos,819, 99,7,6,88,Z
$Datos,820, 99,7,6,88,Z
$Datos,821, 99,7,6,88,Z
$Datos,822, 99,7,6,88,Z
$Datos,823, 99,7,6,88,Z
$Datos,824, 99,8,6,88,Z
$Datos,825, 99,8,7,88,Z
$Datos,826, 99,8,6,88,Z
$Datos,827, 99,8,6,88,Z
$Datos,828, 99,8,6,88,Z
$Datos,829, 99,8,7,88,Z
$Datos,830, 99,8,6,88,Z
$Datos,831, 99,8,6,88,Z
$Datos,832, 99,8,7,88,Z
$Datos,833, 99,8,7,88,Z
$Datos,834, 99,8,7,88,Z
$Datos,835, 99,8,6,88,Z
$Datos,836, 99,8,7,88,Z
$Datos,837, 99,8,6,88,Z
$Datos,838, 99,8,7,88,Z
$Datos,839, 99,8,7,88,Z
$Datos,840, 99,8,7,88,Z
$Datos,841, 99,8,7,88,Z
$Datos,842, 99,8,7,88,Z
$Datos,843, 99,8,7,88,Z
$Datos,844, 99,8,7,88,Z
$Datos,845, 99,8,7,88,Z
$Datos,846, 99,8,7,88,Z
$Datos,847, 99,8,7,88,Z
$Datos,848, 99,8,8,88,Z
$Datos,849, 99,8,8,88,Z
$Datos,850, 99,8,7,88,Z
$Datos,851, 99,8,7,88,Z
$Datos,852, 99,8,8,88,Z
$Datos,853, 99,8,7,88,Z
$Datos,854, 99,8,8,88,Z
$Datos,855, 99,8,8,88,Z
$Datos,856, 99,8,7,88,Z
$Datos,857, 99,7,8,88,Z
$Datos,858, 99,7,8,88,Z
$Datos,859, 99,7,8,88,Z
$Datos,860, 99,7,8,88,Z
$Datos,861, 99,7,8,88,Z
$Datos,862, 99,7,8,88,Z
$Datos,863, 99,7,8,88,Z
$Datos,864, 99,7,8,88,Z
$Datos,865, 99,7,8,88,Z
$Datos,866, 99,7,8,88,Z
$Datos,867, 99,7,9,88,Z
$Datos,868, 99,7,9,88,Z
$Datos,869, 99,7,9,88,Z
$Datos,870, 99,7,9,88,Z
$Datos,871, 99,7,8,88,Z
$Datos,872, 99,7,9,88,Z
$Datos,873, 99,7,8,88,Z
$Datos,874, 99,7,9,88,Z
$Datos,875, 99,7,8,88,Z
$Datos,876, 99,7,8,88,Z
$Datos,877, 99,7,9,88,Z
$Datos,878, 99,7,9,88,Z
$Datos,879, 99,7,9,88,Z
$Datos,880, 99,7,9,88,Z
$Datos,881, 99,7,9,88,Z
$Datos,882, 99,7,9,88,Z
$Datos,883, 99,7,9,88,Z
$Datos,884, 99,7,9,88,Z
$Datos,885, 99,7,9,88,Z
$Datos,886, 99,7,9,88,Z
$Datos,887, 99,7,10,88,Z
$Datos,888, 99,7,8,88,Z
$Datos,889, 99,7,9,88,Z
$Datos,890, 99,7,9,88,Z
$Datos,891, 99,7,9,88,Z
$Datos,892, 99,7,9,88,Z
$Datos,893, 99,7,9,88,Z
$Datos,894, 99,7,10,88,Z
$Datos,895, 99,7,9,88,Z
$Datos,896, 99,7,10,88,Z
$Datos,897, 99,7,10,88,Z
$Datos,898, 99,7,10,88,Z
$Datos,899, 99,7,10,88,Z
$Datos,900, 99,7,9,88,Z
$Datos,901, 99,7,9,88,Z
$Datos,902, 99,7,10,88,Z
$Datos,903, 99,7,10,88,Z
$Datos,904, 99,7,9,88,Z
$Datos,905, 99,7,10,88,Z
$Datos,906, 99,7,10,88,Z
$Datos,907, 99,7,10,88,Z
$Datos,908, 99,7,9,88,Z
$Datos,909, 99,7,10,88,Z
$Datos,910, 99,7,9,88,Z
$Datos,911, 99,7,9,88,Z
$Datos,912, 99,7,10,88,Z
$Datos,913, 99,7,10,88,Z
$Datos,914, 99,7,10,88,Z
$Datos,915, 99,7,10,88,Z
$Datos,916, 99,7,9,88,Z
$Datos,917, 99,7,10,88,Z
$Datos,918, 99,7,9,88,Z
$Datos,919, 99,7,10,88,Z
$Datos,920, 99,7,10,88,Z
$Datos,921, 99,7,10,88,Z
$Datos,922, 99,7,10,88,Z
$Datos,923, 99,7,10,88,Z
$Datos,924, 99,7,10,88,Z
$Datos,925, 99,7,10,88,Z
$Datos,926, 99,7,10,88,Z
$Datos,927, 99,7,10,88,Z
$Datos,928, 99,7,10,88,Z
$Datos,929, 99,7,10,88,Z
$Datos,930, 99,7,10,88,Z
$Datos,931, 99,7,10,88,Z
$Datos,932, 99,7,10,88,Z
$Datos,933, 99,7,10,88,Z
$Datos,934, 99,7,10,88,Z
$Datos,935, 99,7,10,88,Z
$Datos,936, 99,7,10,88,Z
$Datos,937, 99,7,10,88,Z
$Datos,938, 99,7,11,88,Z
$Datos,939, 99,7,10,88,Z
$Datos,940, 99,7,11,88,Z
$Datos,941, 99,7,11,88,Z
$Datos,942, 99,7,11,88,Z
$Datos,943, 99,7,11,88,Z
$Datos,944, 99,7,10,88,Z
$Datos,945, 99,7,11,88,Z
$Datos,946, 99,7,11,88,Z
$Datos,947, 99,7,11,88,Z
$Datos,948, 99,7,10,88,Z
$Datos,949, 99,7,11,88,Z
$Datos,950, 99,7,10,88,Z
$Datos,951, 99,7,11,88,Z
$Datos,952, 99,7,11,88,Z
$Datos,953, 99,7,11,88,Z
$Datos,954, 99,7,10,88,Z
$Datos,955, 99,7,10,88,Z
$Datos,956, 99,7,11,88,Z
$Datos,957, 99,7,10,88,Z
$Datos,958, 99,7,11,88,Z
$Datos,959, 99,7,10,88,Z
$Datos,960, 99,7,11,88,Z
$Datos,961, 99,7,11,88,Z
$Datos,962, 99,7,11,88,Z
$Datos,963, 99,7,11,88,Z
$Datos,964, 99,7,11,88,Z
$Datos,965, 99,7,11,88,Z
$Datos,966, 99,7,11,88,Z
$Datos,967, 99,7,11,88,Z
$Datos,968, 99,7,11,88,Z
$Datos,969, 99,7,11,88,Z
$Datos,970, 99,7,11,88,Z
$Datos,971, 99,7,11,88,Z
$Datos,972, 99,7,11,88,Z
$Datos,973, 99,7,11,88,Z
$Datos,974, 99,7,10,88,Z
$Datos,975, 99,7,11,88,Z
$Datos,976, 99,7,11,88,Z
$Datos,977, 99,8,11,88,Z
$Datos,978, 99,8,11,88,Z
$Datos,979, 99,8,8,88,Z
$Datos,980, 99,8,11,88,Z
$Datos,981, 99,8,11,88,Z
$Datos,982, 99,8,12,88,Z
$Datos,983, 99,8,11,88,Z
$Datos,984, 99,8,12,88,Z
$Datos,985, 99,8,11,88,Z
$Datos,986, 99,8,11,88,Z
$Datos,987, 99,7,12,88,Z
$Datos,988, 99,8,12,88,Z
$Datos,989, 99,8,11,88,Z
$Datos,990, 99,8,11,88,Z
$Datos,991, 99,8,12,88,Z
$Datos,992, 99,8,11,88,Z
$Datos,993, 99,8,12,88,Z
$Datos,994, 99,8,11,88,Z
$Datos,995, 99,8,12,88,Z
$Datos,996, 99,8,12,88,Z
$Datos,997, 99,8,12,88,Z
$Datos,998, 99,8,11,88,Z
$Datos,999, 99,8,12,88,Z
$Datos,1000, 99,8,12,88,Z
$Datos,1001, 99,8,11,88,Z
$Datos,1002, 99,8,11,88,Z
$Datos,1003, 99,8,11,88,Z
$Datos,1004, 99,8,12,88,Z
$Datos,1005, 99,8,12,88,Z
$Datos,1006, 99,8,12,88,Z
$Datos,1007, 99,8,12,88,Z
$Datos,1008, 99,8,12,88,Z
$Datos,1009, 99,8,12,88,Z
$Datos,1010, 99,8,12,88,Z
$Datos,1011, 99,8,12,88,Z
$Datos,1012, 99,8,12,88,Z
$Datos,1013, 99,8,12,88,Z
$Datos,1014, 99,8,12,88,Z
$Datos,1015, 99,7,12,88,Z
$Datos,1016, 99,7,12,88,Z
$Datos,1017, 99,7,12,88,Z
$Datos,1018, 99,7,12,88,Z
$Datos,1019, 99,8,12,88,Z
$Datos,1020, 99,7,12,88,Z
$Datos,1021, 99,7,12,88,Z
$Datos,1022, 99,7,12,88,Z
$Datos,1023, 99,7,12,88,Z
$Datos,1024, 99,7,12,88,Z
$Datos,1025, 99,7,12,88,Z
$Datos,1026, 99,7,12,88,Z
$Datos,1027, 99,7,12,88,Z
$Datos,1028, 99,7,12,88,Z
$Datos,1029, 99,7,12,88,Z
$Datos,1030, 99,7,12,88,Z
$Datos,1031, 99,7,12,88,Z
$Datos,1032, 99,7,12,88,Z
$Datos,1033, 99,7,12,88,Z
$Datos,1034, 99,7,12,88,Z
$Datos,1035, 99,7,12,88,Z
$Datos,1036, 99,7,12,88,Z
$Datos,1037, 99,7,12,88,Z
$Datos,1038, 99,7,12,88,Z
$Datos,1039, 99,7,12,88,Z
$Datos,1040, 99,7,12,88,Z
$Datos,1041, 99,7,12,88,Z
$Datos,1042, 99,7,12,88,Z
$Datos,1043, 99,7,12,88,Z
$Datos,1044, 99,7,12,88,Z
$Datos,1045, 99,7,12,88,Z
$Datos,1046, 99,7,12,88,Z
$Datos,1047, 99,7,12,88,Z
$Datos,1048, 99,7,12,88,Z
$Datos,1049, 99,7,12,88,Z
$Datos,1050, 99,7,12,88,Z
$Datos,1051, 99,7,12,88,Z
$Datos,1052, 99,7,12,88,Z
$Datos,1053, 99,7,12,88,Z
$Datos,1054, 99,7,12,88,Z
$Datos,1055, 99,7,13,88,Z
$Datos,1056, 99,7,12,88,Z
$Datos,1057, 99,7,13,88,Z
$Datos,1058, 99,7,12,88,Z
$Datos,1059, 99,7,12,88,Z
$Datos,1060, 99,7,12,88,Z
$Datos,1061, 99,7,12,88,Z
$Datos,1062, 99,7,13,88,Z
$Datos,1063, 99,7,12,88,Z
$Datos,1064, 99,7,12,88,Z
$Datos,1065, 99,8,12,88,Z
$Datos,1066, 99,8,12,88,Z
$Datos,1067, 99,8,12,88,Z
$Datos,1068, 99,8,12,88,Z
$Datos,1069, 99,8,12,88,Z
$Datos,1070, 99,8,13,88,Z
$Datos,1071, 99,8,13,88,Z
$Datos,1072, 99,8,12,88,Z
$Datos,1073, 99,8,13,88,Z
$Datos,1074, 99,8,13,88,Z
$Datos,1075, 99,8,12,88,Z
$Datos,1076, 99,8,12,88,Z
$Datos,1077, 99,8,13,88,Z
$Datos,1078, 99,8,13,88,Z
$Datos,1079, 99,8,12,88,Z
$Datos,1080, 99,8,12,88,Z
$Datos,1081, 99,8,13,88,Z
$Datos,1082, 99,8,13,88,Z
$Datos,1083, 99,8,12,88,Z
$Datos,1084, 99,8,12,88,Z
$Datos,1085, 99,8,13,88,Z
$Datos,1086, 99,8,13,88,Z
$Datos,1087, 99,8,13,88,Z
$Datos,1088, 99,8,12,88,Z
$Datos,1089, 99,8,12,88,Z
$Datos,1090, 81,24,13,88,Z
$Datos,1091, 91,8,13,88,Z
$Datos,1092, 96,8,12,88,Z
$Datos,1093, 99,8,12,88,Z
$Datos,1094, 99,8,12,88,Z
$Datos,1095, 99,8,12,88,Z
$Datos,1096, 99,8,13,88,Z
$Datos,1097, 99,8,12,88,Z
$Datos,1098, 99,7,12,88,Z
$Datos,1099, 99,7,12,88,Z
$Datos,1100, 99,7,12,88,Z
$Datos,1101, 99,7,12,88,Z
$Datos,1102, 99,7,13,88,Z
$Datos,1103, 99,7,13,88,Z
$Datos,1104, 99,7,13,88,Z
$Datos,1105, 99,7,13,88,Z
$Datos,1106, 99,7,12,88,Z
$Datos,1107, 99,7,13,88,Z
$Datos,1108, 99,7,13,88,Z
$Datos,1109, 99,7,13,88,Z
$Datos,1110, 99,7,12,88,Z
$Datos,1111, 99,7,13,88,Z
$Datos,1112, 99,7,13,88,Z
$Datos,1113, 99,7,12,88,Z
$Datos,1114, 99,7,12,88,Z
$Datos,1115, 99,7,12,88,Z
$Datos,1116, 99,7,12,88,Z
$Datos,1117, 99,7,12,88,Z
$Datos,1118, 99,7,13,88,Z
$Datos,1119, 99,7,12,88,Z
$Datos,1120, 99,7,12,88,Z
$Datos,1121, 99,7,12,88,Z
$Datos,1122, 99,7,12,88,Z
$Datos,1123, 99,7,12,88,Z
$Datos,1124, 99,7,13,88,Z
$Datos,1125, 99,7,12,88,Z
$Datos,1126, 99,7,13,88,Z
$Datos,1127, 99,7,13,88,Z
$Datos,1128, 99,7,12,88,Z
$Datos,1129, 99,7,12,88,Z
$Datos,1130, 99,7,13,88,Z
$Datos,1131, 99,7,13,88,Z
$Datos,1132, 99,7,13,88,Z
$Datos,1133, 99,7,13,88,Z
$Datos,1134, 99,7,13,88,Z
$Datos,1135, 99,7,12,88,Z
$Datos,1136, 99,7,12,88,Z
$Datos,1137, 99,7,12,88,Z
$Datos,1138, 99,7,13,88,Z
$Datos,1139, 99,7,12,88,Z
$Datos,1140, 99,7,13,88,Z
$Datos,1141, 99,7,13,88,Z
$Datos,1142, 99,7,13,88,Z
$Datos,1143, 99,7,12,88,Z
$Datos,1144, 99,7,13,88,Z
$Datos,1145, 99,7,13,88,Z
$Datos,1146, 99,7,12,88,Z
$Datos,1147, 99,7,13,88,Z
$Datos,1148, 99,7,13,88,Z
$Datos,1149, 99,7,12,88,Z
$Datos,1150, 99,7,12,88,Z
$Datos,1151, 99,7,13,88,Z
$Datos,1152, 99,7,12,88,Z
$Datos,1153, 99,7,13,88,Z
$Datos,1154, 99,7,13,88,Z
$Datos,1155, 99,7,13,88,Z
$Datos,1156, 99,7,13,88,Z
$Datos,1157, 99,7,13,88,Z
$Datos,1158, 99,7,13,88,Z
$Datos,1159, 99,7,13,88,Z
$Datos,1160, 99,7,12,88,Z
$Datos,1161, 99,7,13,88,Z
$Datos,1162, 99,7,13,88,Z
$Datos,1163, 99,7,12,88,Z
$Datos,1164, 99,7,13,88,Z
$Datos,1165, 99,7,13,88,Z
$Datos,1166, 99,7,13,88,Z
$Datos,1167, 99,7,13,88,Z
$Datos,1168, 99,7,13,88,Z
$Datos,1169, 62,47,13,88,Z
$Datos,1170, 31,7,12,88,Z
$Datos,1171, 31,7,13,88,Z
$Datos,1172, 31,7,13,88,Z
$Datos,1173, 31,7,13,88,Z
$Datos,1174, 31,7,13,88,Z
$Datos,1175, 31,7,13,88,Z
$Datos,1176, 31,7,13,88,Z
$Datos,1177, 31,7,12,88,Z
$Datos,1178, 84,8,12,88,Z
$Datos,1179, 85,8,13,88,Z
$Datos,1180, 85,8,13,88,Z
$Datos,1181, 85,8,12,88,Z
$Datos,1182, 89,7,13,88,Z
$Datos,1183, 93,7,13,88,Z
$Datos,1184, 96,7,13,88,Z
$Datos,1185, 99,7,13,88,Z
$Datos,1186, 99,7,13,88,Z
$Datos,1187, 99,7,13,88,Z
$Datos,1188, 99,7,13,88,Z
$Datos,1189, 99,7,13,88,Z
$Datos,1190, 99,7,13,88,Z
$Datos,1191, 99,7,12,88,Z
$Datos,1192, 99,7,13,88,Z
$Datos,1193, 99,7,13,88,Z
$Datos,1194, 99,7,12,88,Z
$Datos,1195, 99,7,13,88,Z
$Datos,1196, 99,7,13,88,Z
$Datos,1197, 99,7,13,88,Z
$Datos,1198, 99,7,13,88,Z
$Datos,1199, 99,7,12,88,Z
$Datos,1200, 99,7,13,88,Z
$Datos,1201, 99,7,13,88,Z
$Datos,1202, 99,7,13,88,Z
$Datos,1203, 99,7,13,88,Z
$Datos,1204, 99,7,12,88,Z
$Datos,1205, 99,7,13,88,Z
$Datos,1206, 99,7,13,88,Z
$Datos,1207, 99,7,14,88,Z
$Datos,1208, 99,7,13,88,Z
$Datos,1209, 99,7,14,88,Z
$Datos,1210, 99,7,13,88,Z
$Datos,1211, 99,7,13,88,Z
$Datos,1212, 99,7,13,88,Z
$Datos,1213, 99,7,13,88,Z
$Datos,1214, 99,7,12,88,Z
$Datos,1215, 99,7,13,88,Z
$Datos,1216, 99,7,13,88,Z
$Datos,1217, 99,7,13,88,Z
$Datos,1218, 99,7,12,88,Z
$Datos,1219, 99,7,13,88,Z
$Datos,1220, 99,7,13,88,Z
$Datos,1221, 99,7,13,88,Z
$Datos,1222, 99,7,13,88,Z
$Datos,1223, 99,7,13,88,Z
$Datos,1224, 99,7,13,88,Z
$Datos,1225, 99,7,13,88,Z
$Datos,1226, 99,7,13,88,Z
$Datos,1227, 99,7,13,88,Z
$Datos,1228, 99,7,13,88,Z
$Datos,1229, 99,7,13,88,Z
$Datos,1230, 99,7,13,88,Z
$Datos,1231, 99,7,13,88,Z
$Datos,1232, 99,7,13,88,Z
$Datos,1233, 99,7,13,88,Z
$Datos,1234, 99,7,13,88,Z
$Datos,1235, 99,7,13,88,Z
$Datos,1236, 99,7,12,88,Z
$Datos,1237, 99,7,14,88,Z
$Datos,1238, 99,7,13,88,Z
$Datos,1239, 99,7,13,88,Z
$Datos,1240, 99,7,13,88,Z
$Datos,1241, 99,7,13,88,Z
$Datos,1242, 99,7,13,88,Z
$Datos,1243, 99,7,13,88,Z
$Datos,1244, 99,7,13,88,Z
$Datos,1245, 99,7,13,88,Z
$Datos,1246, 99,7,13,88,Z
$Datos,1247, 99,7,13,88,Z
$Datos,1248, 99,7,13,88,Z
$Datos,1249, 99,7,13,88,Z
$Datos,1250, 99,7,13,88,Z
$Datos,1251, 99,7,12,88,Z
$Datos,1252, 99,7,13,88,Z
$Datos,1253, 99,7,13,88,Z
$Datos,1254, 99,7,12,88,Z
$Datos,1255, 99,7,13,88,Z
$Datos,1256, 99,7,13,88,Z
$Datos,1257, 99,7,13,88,Z
$Datos,1258, 99,7,13,88,Z
$Datos,1259, 99,7,13,88,Z
$Datos,1260, 99,7,13,88,Z
$Datos,1261, 99,7,12,88,Z
$Datos,1262, 99,7,13,88,Z
$Datos,1263, 99,7,13,88,Z
$Datos,1264, 99,7,13,88,Z
$Datos,1265, 99,7,13,88,Z
$Datos,1266, 99,7,12,88,Z
$Datos,1267, 99,7,13,88,Z
$Datos,1268, 99,7,13,88,Z
$Datos,1269, 99,7,13,88,Z
$Datos,1270, 99,7,13,88,Z
$Datos,1271, 99,7,13,88,Z
$Datos,1272, 99,7,13,88,Z
$Datos,1273, 99,7,13,88,Z
$Datos,1274, 99,7,13,88,Z
$Datos,1275, 99,7,13,88,Z
$Datos,1276, 99,7,13,88,Z
$Datos,1277, 99,7,13,88,Z
$Datos,1278, 99,7,13,88,Z
$Datos,1279, 99,7,13,88,Z
$Datos,1280, 99,7,13,88,Z
$Datos,1281, 99,7,13,88,Z
$Datos,1282, 99,7,13,88,Z
$Datos,1283, 99,7,13,88,Z
$Datos,1284, 99,7,13,88,Z
$Datos,1285, 99,7,14,88,Z
$Datos,1286, 99,7,13,88,Z
$Datos,1287, 99,7,12,88,Z
$Datos,1288, 99,7,13,88,Z
$Datos,1289, 99,7,13,88,Z
$Datos,1290, 99,7,13,88,Z
$Datos,1291, 99,7,13,88,Z
$Datos,1292, 99,7,13,88,Z
$Datos,1293, 99,7,13,88,Z
$Datos,1294, 99,7,13,88,Z
$Datos,1295, 99,7,13,88,Z
$Datos,1296, 99,7,12,88,Z
$Datos,1297, 99,7,13,88,Z
$Datos,1298, 99,7,13,88,Z
$Datos,1299, 99,7,13,88,Z
$Datos,1300, 99,7,13,88,Z
$Datos,1301, 99,7,14,88,Z
$Datos,1302, 99,7,13,88,Z
$Datos,1303, 99,7,13,88,Z
$Datos,1304, 99,7,13,88,Z
$Datos,1305, 99,7,13,88,Z
$Datos,1306, 99,7,13,88,Z
$Datos,1307, 99,7,13,88,Z
$Datos,1308, 99,7,13,88,Z
$Datos,1309, 99,7,13,88,Z
$Datos,1310, 99,7,13,88,Z
$Datos,1311, 99,7,13,88,Z
$Datos,1312, 99,7,12,88,Z
$Datos,1313, 99,7,13,88,Z
$Datos,1314, 99,7,13,88,Z
$Datos,1315, 99,7,13,88,Z
$Datos,1316, 99,7,12,88,Z
$Datos,1317, 99,7,13,88,Z
$Datos,1318, 99,7,13,88,Z
$Datos,1319, 99,7,13,88,Z
$Datos,1320, 99,7,14,88,Z
$Datos,1321, 99,7,13,88,Z
$Datos,1322, 99,7,13,88,Z
$Datos,1323, 99,7,13,88,Z
$Datos,1324, 99,7,13,88,Z
$Datos,1325, 99,7,13,88,Z
$Datos,1326, 99,7,13,88,Z
$Datos,1327, 99,7,13,88,Z
$Datos,1328, 99,7,13,88,Z
$Datos,1329, 99,7,13,88,Z
$Datos,1330, 99,7,13,88,Z
$Datos,1331, 99,7,13,88,Z
$Datos,1332, 99,7,13,88,Z
