Hola compañeros,

En este correo os envío los datos tomados por nuestra sonda.
Os envío "el bruto" en un archivo .txt 

Formato:

$Datos,n, humidity [%],Ext Temp [ºC], Int Tem [ºC],Pressure [KPa],Z 

Eg: $Datos,1,46,22,20,89,Z

En este ejemplo, estaríamos viendo los datos de la muestra número "1". Comprobamos que había un 46% de Humedad relativa, una temperatura exterior de 22ºC y una interior de 20ºC, con una presión de 89KPa.

Como podéis comprobar los dos termómetros no están del todo "calibrados/sincronizados". Son de diferente tipo y hay fluctuaciones entre ambos. A lo mejor se pueden hacer algún pequeño algoritmo de corrección que añada un OFFSET (en teoría, durante las primeras tomas, ambos dos deberían encontrarse al mismo valor) para poder comparar las medidas a lo largo del vuelo.

$Datos,2014, 99,7,8,88,Z
$Datos,2015, 99,7,8,88,Z
$Datos,2016, 99,7,7,88,Z
$Datos,2017, 99,7,8,88,Z
$Datos,2018, 99,7,8,88,Z
$Datos,2019, 99,7,8,88,Z
$Datos,2020, 99,7,8,88,Z
$Datos,2021, 99,7,8,88,Z
$Datos,2022, 99,7,8,88,Z
$Datos,2023, 99,7,8,88,Z
$Datos,2024, 99,7,8,88,Z
$Datos,2025, 99,7,8,88,Z
$Datos,2026, 99,7,8,88,Z
$Datos,2027, 99,7,8,88,Z
$Datos,2028, 99,7,8,88,Z
$Datos,2029, 99,7,8,88,Z
$Datos,2030, 99,7,8,88,Z
$Datos,2031, 99,7,8,88,Z
$Datos,2032, 99,7,8,88,Z
$Datos,2033, 99,7,8,88,Z
$Datos,2034, 99,7,8,88,Z
$Datos,2035, 99,7,8,88,Z
$Datos,2036, 99,7,8,88,Z
$Datos,2037, 99,7,8,88,Z
$Datos,2038, 99,7,8,88,Z
$Datos,2039, 99,7,8,88,Z
$Datos,2040, 99,7,8,88,Z
$Datos,2041, 99,7,8,88,Z
$Datos,2042, 99,7,8,88,Z
$Datos,2043, 99,7,8,88,Z
$Datos,2044, 99,7,8,88,Z
$Datos,2045, 99,7,8,88,Z
$Datos,2046, 99,7,8,88,Z
$Datos,2047, 99,7,8,88,Z
$Datos,2048, 99,7,8,88,Z
$Datos,2049, 99,7,7,88,Z
$Datos,2050, 99,7,8,88,Z
$Datos,2051, 99,7,9,88,Z
$Datos,2052, 99,7,7,88,Z
$Datos,2053, 99,7,8,88,Z
$Datos,2054, 99,7,8,88,Z
$Datos,2055, 99,7,8,88,Z
$Datos,2056, 99,7,7,88,Z
$Datos,2057, 99,7,8,88,Z
$Datos,2058, 99,7,8,88,Z
$Datos,2059, 99,7,8,88,Z
$Datos,2060, 99,7,8,88,Z
$Datos,2061, 99,7,7,88,Z
$Datos,2062, 99,7,8,88,Z
$Datos,2063, 99,7,8,88,Z
$Datos,2064, 99,7,8,88,Z
$Datos,2065, 99,7,7,88,Z
$Datos,2066, 99,7,8,88,Z
$Datos,2067, 99,7,7,88,Z
$Datos,2068, 99,7,7,88,Z
$Datos,2069, 99,7,7,88,Z
$Datos,2070, 99,7,8,88,Z
$Datos,2071, 99,7,7,88,Z
$Datos,2072, 99,7,8,88,Z
$Datos,2073, 99,7,7,88,Z
$Datos,2074, 99,7,7,88,Z
$Datos,2075, 99,7,8,88,Z
$Datos,2076, 99,7,8,88,Z
$Datos,2077, 99,7,8,88,Z
$Datos,2078, 99,7,8,88,Z
$Datos,2079, 99,7,7,88,Z
$Datos,2080, 99,7,8,88,Z
$Datos,2081, 99,7,8,88,Z
$Datos,2082, 99,7,8,88,Z
$Datos,2083, 99,7,7,88,Z
$Datos,2084, 99,7,8,88,Z
$Datos,2085, 99,7,7,88,Z
$Datos,2086, 99,7,8,88,Z
$Datos,2087, 99,7,8,88,Z
$Datos,2088, 99,7,7,88,Z
$Datos,2089, 99,7,8,88,Z
$Datos,2090, 99,7,7,88,Z
$Datos,2091, 99,7,8,88,Z
$Datos,2092, 99,7,8,88,Z
$Datos,2093, 99,7,8,88,Z
$Datos,2094, 99,7,7,88,Z
$Datos,2095, 99,7,8,88,Z
$Datos,2096, 99,7,8,88,Z
$Datos,2097, 99,7,7,88,Z
$Datos,2098, 99,7,8,88,Z
$Datos,2099, 99,7,7,88,Z
$Datos,2100, 99,7,8,88,Z
$Datos,2101, 99,7,7,88,Z
$Datos,2102, 99,7,7,88,Z
$Datos,2103, 99,7,8,88,Z
$Datos,2104, 99,7,8,88,Z
$Datos,2105, 99,7,8,88,Z
$Datos,2106, 99,7,7,88,Z
$Datos,2107, 99,7,8,88,Z
$Datos,2108, 99,7,8,88,Z
$Datos,2109, 99,7,8,88,Z
$Datos,2110, 99,7,7,88,Z
$Datos,2111, 99,7,8,88,Z
$Datos,2112, 99,7,7,88,Z
$Datos,2113, 99,7,8,88,Z
$Datos,2114, 99,7,7,88,Z
$Datos,2115, 99,7,8,88,Z
$Datos,2116, 99,7,8,88,Z
$Datos,2117, 99,7,8,88,Z
$Datos,2118, 99,7,7,88,Z
$Datos,2119, 99,7,7,88,Z
$Datos,2120, 99,7,8,88,Z
$Datos,2121, 99,7,7,88,Z
$Datos,2122, 99,7,8,88,Z
$Datos,2123, 99,7,7,88,Z
$Datos,2124, 99,7,8,88,Z
$Datos,2125, 99,7,8,88,Z
$Datos,2126, 99,7,7,88,Z
$Datos,2127, 99,7,8,88,Z
$Datos,2128, 99,7,7,88,Z
$Datos,2129, 99,7,8,88,Z
$Datos,2130, 99,7,8,88,Z
$Datos,2131, 99,7,8,88,Z
$Datos,2132, 99,7,8,88,Z
$Datos,2133, 99,7,8,88,Z
$Datos,2134, 99,7,8,88,Z
$Datos,2135, 99,7,7,88,Z
$Datos,2136, 99,7,8,88,Z
$Datos,2137, 99,7,7,88,Z
$Datos,2138, 99,7,8,88,Z
$Datos,2139, 99,7,7,88,Z
$Datos,2140, 99,7,7,88,Z
$Datos,2141, 99,7,8,88,Z
$Datos,2142, 99,7,7,88,Z
$Datos,2143, 99,7,8,88,Z
$Datos,2144, 99,7,7,88,Z
$Datos,2145, 99,7,8,88,Z
$Datos,2146, 99,7,7,88,Z
$Datos,2147, 99,7,7,88,Z
$Datos,2148, 99,7,8,88,Z
$Datos,2149, 99,7,7,88,Z
$Datos,2150, 99,7,7,88,Z
$Datos,2151, 99,7,8,88,Z
$Datos,2152, 99,7,7,88,Z
$Datos,2153, 99,7,8,88,Z
$Datos,2154, 99,7,8,88,Z
$Datos,2155, 99,7,8,88,Z
$Datos,2156, 99,7,7,88,Z
$Datos,2157, 99,7,8,88,Z
$Datos,2158, 99,7,8,88,Z
$Datos,2159, 99,7,7,88,Z
$Datos,2160, 99,7,7,88,Z
$Datos,2161, 99,7,7,88,Z
$Datos,2162, 99,7,7,88,Z
$Datos,2163, 99,7,7,88,Z
$Datos,2164, 99,7,8,88,Z
$Datos,2165, 99,7,7,88,Z
$Datos,2166, 99,7,8,88,Z
$Datos,2167, 99,7,7,88,Z
$Datos,2168, 99,7,8,88,Z
$Datos,2169, 99,7,8,88,Z
$Datos,2170, 99,7,7,88,Z
$Datos,2171, 99,7,7,88,Z
$Datos,2172, 99,7,7,88,Z
$Datos,2173, 99,7,8,88,Z
$Datos,2174, 99,7,8,88,Z
$Datos,2175, 99,7,8,88,Z
$Datos,2176, 99,7,8,88,Z
$Datos,2177, 99,7,7,88,Z
$Datos,2178, 99,7,8,88,Z
$Datos,2179, 99,7,7,88,Z
$Datos,2180, 99,7,7,88,Z
$Datos,2181, 99,7,7,88,Z
$Datos,2182, 99,7,8,88,Z
$Datos,2183, 99,7,7,88,Z
$Datos,2184, 99,7,8,88,Z
$Datos,2185, 99,7,7,88,Z
$Datos,2186, 99,7,7,88,Z
$Datos,2187, 99,7,8,88,Z
$Datos,2188, 99,7,7,88,Z
$Datos,2189, 99,7,7,88,Z
$Datos,2190, 99,7,7,88,Z
$Datos,2191, 99,7,7,88,Z
$Datos,2192, 99,7,8,88,Z
$Datos,2193, 99,7,7,88,Z
$Datos,2194, 99,7,8,88,Z
$Datos,2195, 99,7,7,88,Z
$Datos,2196, 99,7,8,88,Z
$Datos,2197, 99,7,7,88,Z
$Datos,2198, 99,7,8,88,Z
$Datos,2199, 99,7,7,88,Z
$Datos,2200, 99,7,7,88,Z
$Datos,2201, 99,7,8,88,Z
$Datos,2202, 99,7,7,88,Z
$Datos,2203, 99,7,7,88,Z
$Datos,2204, 99,7,7,88,Z
$Datos,2205, 99,7,7,88,Z
$Datos,2206, 99,7,7,88,Z
$Datos,2207, 99,7,7,88,Z
$Datos,2208, 99,7,7,88,Z
$Datos,2209, 99,7,7,88,Z
$Datos,2210, 99,7,8,88,Z
$Datos,2211, 99,7,7,88,Z
$Datos,2212, 99,7,7,88,Z
$Datos,2213, 99,7,7,88,Z
$Datos,2214, 99,7,7,88,Z
$Datos,2215, 99,7,7,88,Z
$Datos,2216, 99,7,7,88,Z
$Datos,2217, 99,7,7,88,Z
$Datos,2218, 99,7,7,88,Z
$Datos,2219, 99,7,7,88,Z
$Datos,2220, 99,7,7,88,Z
$Datos,2221, 99,7,7,88,Z
$Datos,2222, 99,7,8,88,Z
$Datos,2223, 99,7,7,88,Z
$Datos,2224, 99,7,7,88,Z
$Datos,2225, 99,7,8,88,Z
$Datos,2226, 99,7,8,88,Z
$Datos,2227, 99,7,7,88,Z
$Datos,2228, 99,7,7,88,Z
$Datos,2229, 99,7,7,88,Z
$Datos,2230, 99,7,7,88,Z
$Datos,2231, 99,7,7,88,Z
$Datos,2232, 99,7,7,88,Z
$Datos,2233, 99,7,7,88,Z
$Datos,2234, 99,7,8,88,Z
$Datos,2235, 99,7,7,88,Z
$Datos,2236, 99,7,8,88,Z
$Datos,2237, 99,7,8,88,Z
$Datos,2238, 99,7,8,88,Z
$Datos,2239, 99,7,8,88,Z
$Datos,2240, 99,7,7,88,Z
$Datos,2241, 99,7,8,88,Z
$Datos,2242, 99,7,7,88,Z
$Datos,2243, 99,7,8,88,Z
$Datos,2244, 99,7,7,88,Z
$Datos,2245, 99,7,7,88,Z
$Datos,2246, 99,7,7,88,Z
$Datos,2247, 99,7,7,88,Z
$Datos,2248, 99,7,7,88,Z
$Datos,2249, 99,7,8,88,Z
$Datos,2250, 99,7,8,88,Z
$Datos,2251, 99,7,8,88,Z
$Datos,2252, 99,7,8,88,Z
$Datos,2253, 99,7,7,88,Z
$Datos,2254, 99,7,7,88,Z
$Datos,2255, 99,7,7,88,Z
$Datos,2256, 99,7,7,88,Z
$Datos,2257, 99,7,8,88,Z
$Datos,2258, 99,7,8,88,Z
$Datos,2259, 99,7,7,88,Z
$Datos,2260, 99,7,7,88,Z
$Datos,2261, 99,7,7,88,Z
$Datos,2262, 99,7,7,88,Z
$Datos,2263, 99,7,7,88,Z
$Datos,2264, 99,7,7,88,Z
$Datos,2265, 99,7,8,88,Z
$Datos,2266, 99,7,7,88,Z
$Datos,2267, 99,7,8,88,Z
$Datos,2268, 99,7,8,88,Z
$Datos,2269, 99,7,7,88,Z
$Datos,2270, 99,7,8,88,Z
$Datos,2271, 99,7,8,88,Z
$Datos,2272, 99,7,7,88,Z
$Datos,2273, 99,7,7,88,Z
$Datos,2274, 99,7,7,88,Z
$Datos,2275, 99,7,7,88,Z
$Datos,2276, 99,7,7,88,Z
$Datos,2277, 99,7,7,88,Z
$Datos,2278, 99,7,7,88,Z
$Datos,2279, 99,7,7,88,Z
$Datos,2280, 99,7,7,88,Z
$Datos,2281, 99,7,7,88,Z
$Datos,2282, 99,7,8,88,Z
$Datos,2283, 99,7,7,88,Z
$Datos,2284, 99,7,7,88,Z
$Datos,2285, 99,7,7,88,Z
$Datos,2286, 99,7,7,88,Z
$Datos,2287, 99,7,7,88,Z
$Datos,2288, 99,7,7,88,Z
$Datos,2289, 99,7,7,88,Z
$Datos,2290, 99,7,7,88,Z
$Datos,2291, 99,7,7,88,Z
$Datos,2292, 99,7,7,88,Z
$Datos,2293, 99,7,7,88,Z
$Datos,2294, 99,7,7,88,Z
$Datos,2295, 99,7,8,88,Z
$Datos,2296, 99,7,7,88,Z
$Datos,2297, 99,7,7,88,Z
$Datos,2298, 99,7,7,88,Z
$Datos,2299, 99,7,7,88,Z
$Datos,2300, 99,7,7,88,Z
$Datos,2301, 99,7,7,88,Z
$Datos,2302, 99,7,7,88,Z
$Datos,2303, 99,7,7,88,Z
$Datos,2304, 99,7,7,88,Z
$Datos,2305, 99,7,7,88,Z
$Datos,2306, 99,7,7,88,Z
$Datos,2307, 99,7,7,88,Z
$Datos,2308, 99,7,7,88,Z
$Datos,2309, 99,7,7,88,Z
$Datos,2310, 99,7,7,88,Z
$Datos,2311, 99,7,7,88,Z
$Datos,2312, 99,7,7,88,Z
$Datos,2313, 99,7,7,88,Z
$Datos,2314, 99,7,7,88,Z
$Datos,2315, 99,7,7,88,Z
$Datos,2316, 99,7,7,88,Z
$Datos,2317, 99,7,7,88,Z
$Datos,2318, 99,7,7,88,Z
$Datos,2319, 99,7,7,88,Z
$Datos,2320, 99,7,7,88,Z
$Datos,2321, 99,7,7,88,Z
$Datos,2322, 99,7,7,88,Z
$Datos,2323, 99,7,7,88,Z
$Datos,2324, 99,7,7,88,Z
$Datos,2325, 99,7,7,88,Z
$Datos,2326, 99,7,7,88,Z
$Datos,2327, 99,7,7,88,Z
$Datos,2328, 99,7,7,88,Z
$Datos,2329, 99,7,8,88,Z
$Datos,2330, 99,7,7,88,Z
$Datos,2331, 99,7,8,88,Z
$Datos,2332, 99,7,7,88,Z
$Datos,2333, 99,7,7,88,Z
$Datos,2334, 99,7,7,88,Z
$Datos,2335, 99,7,7,88,Z
$Datos,2336, 99,7,7,88,Z
$Datos,2337, 99,7,7,88,Z
$Datos,2338, 99,7,7,88,Z
$Datos,2339, 99,7,7,88,Z
$Datos,2340, 99,7,8,88,Z
$Datos,2341, 99,7,7,88,Z
$Datos,2342, 99,7,7,88,Z
$Datos,2343, 99,7,7,88,Z
$Datos,2344, 99,7,7,88,Z
$Datos,2345, 99,7,8,88,Z
$Datos,2346, 99,7,7,88,Z
$Datos,2347, 99,7,7,88,Z
$Datos,2348, 99,7,7,88,Z
$Datos,2349, 99,7,7,88,Z
$Datos,2350, 99,7,7,88,Z
$Datos,2351, 99,7,7,88,Z
$Datos,2352, 99,7,7,88,Z
$Datos,2353, 99,7,7,88,Z
$Datos,2354, 99,7,7,88,Z
$Datos,2355, 99,7,7,88,Z
$Datos,2356, 99,7,7,88,Z
$Datos,2357, 99,7,8,88,Z
$Datos,2358, 99,7,7,88,Z
$Datos,2359, 99,7,7,88,Z
$Datos,2360, 99,7,7,88,Z
$Datos,2361, 99,7,7,88,Z
$Datos,2362, 99,7,7,88,Z
$Datos,2363, 99,7,6,88,Z
$Datos,2364, 99,7,7,88,Z
$Datos,2365, 99,7,7,88,Z
$Datos,2366, 99,7,6,88,Z
$Datos,2367, 99,7,7,88,Z
$Datos,2368, 99,7,7,88,Z
$Datos,2369, 99,7,7,88,Z
$Datos,2370, 99,7,7,88,Z
$Datos,2371, 99,7,7,88,Z
$Datos,2372, 99,7,7,88,Z
$Datos,2373, 99,7,8,88,Z
$Datos,2374, 99,7,7,88,Z
$Datos,2375, 99,7,7,88,Z
$Datos,2376, 99,7,7,88,Z
$Datos,2377, 99,7,7,88,Z
$Datos,2378, 99,7,7,88,Z
$Datos,2379, 99,7,7,88,Z
$Datos,2380, 99,7,7,88,Z
$Datos,2381, 99,7,7,88,Z
$Datos,2382, 99,7,7,88,Z
$Datos,2383, 99,7,7,88,Z
$Datos,2384, 99,7,8,88,Z
$Datos,2385, 99,7,7,88,Z
$Datos,2386, 99,7,7,88,Z
$Datos,2387, 99,7,7,88,Z
$Datos,2388, 99,7,7,88,Z
$Datos,2389, 99,7,7,88,Z
$Datos,2390, 99,7,7,88,Z
$Datos,2391, 99,7,7,88,Z
$Datos,2392, 99,7,7,88,Z
$Datos,2393, 99,7,8,88,Z
$Datos,2394, 99,7,7,88,Z
$Datos,2395, 99,7,7,88,Z
$Datos,2396, 99,7,7,88,Z
$Datos,2397, 99,7,8,88,Z
$Datos,2398, 99,7,8,88,Z
$Datos,2399, 99,7,7,88,Z
$Datos,2400, 99,7,7,88,Z
$Datos,2401, 99,7,8,88,Z
$Datos,2402, 99,7,8,88,Z
$Datos,2403, 99,7,7,88,Z
$Datos,2404, 99,7,8,88,Z
$Datos,2405, 99,7,8,88,Z
$Datos,2406, 99,7,8,88,Z
$Datos,2407, 99,7,7,88,Z
$Datos,2408, 99,7,7,88,Z
$Datos,2409, 99,7,7,88,Z
$Datos,2410, 99,7,8,88,Z
$Datos,2411, 99,7,8,88,Z
$Datos,2412, 99,7,7,88,Z
$Datos,2413, 99,7,7,88,Z
$Datos,2414, 99,7,7,88,Z
$Datos,2415, 99,7,7,88,Z
$Datos,2416, 99,7,7,88,Z
$Datos,2417, 99,7,7,88,Z
$Datos,2418, 99,7,8,88,Z
$Datos,2419, 99,7,8,88,Z
$Datos,2420, 99,7,8,88,Z
$Datos,2421, 99,7,7,88,Z
$Datos,2422, 99,7,8,88,Z
$Datos,2423, 99,7,8,88,Z
$Datos,2424, 99,7,7,88,Z
$Datos,2425, 99,7,8,88,Z
$Datos,2426, 99,7,8,88,Z
$Datos,2427, 99,7,8,88,Z
$Datos,2428, 99,7,7,88,Z
$Datos,2429, 99,7,7,88,Z
$Datos,2430, 99,7,8,88,Z
$Datos,2431, 99,7,8,88,Z
$Datos,2432, 99,7,8,88,Z
$Datos,2433, 99,7,8,88,Z
$Datos,2434, 99,7,8,88,Z
$Datos,2435, 99,7,8,88,Z
$Datos,2436, 99,7,8,88,Z
$Datos,2437, 99,7,8,88,Z
$Datos,2438, 99,7,7,88,Z
$Datos,2439, 99,7,8,88,Z
$Datos,2440, 99,7,8,88,Z
$Datos,2441, 99,7,8,88,Z
$Datos,2442, 99,7,8,88,Z
$Datos,2443, 99,7,7,88,Z
$Datos,2444, 99,7,8,88,Z
$Datos,2445, 99,7,8,88,Z
$Datos,2446, 99,7,7,88,Z
$Datos,2447, 99,7,8,88,Z
$Datos,2448, 99,7,8,88,Z
$Datos,2449, 99,7,8,88,Z
$Datos,2450, 99,7,7,88,Z
$Datos,2451, 99,7,8,88,Z
$Datos,2452, 99,7,7,88,Z
$Datos,2453, 99,7,8,88,Z
$Datos,2454, 99,7,8,88,Z
$Datos,2455, 99,7,7,88,Z
$Datos,2456, 99,7,8,88,Z
$Datos,2457, 99,7,8,88,Z
$Datos,2458, 99,7,8,88,Z
$Datos,2459, 99,7,8,88,Z
$Datos,2460, 99,7,8,88,Z
$Datos,2461, 99,7,9,88,Z
$Datos,2462, 99,7,8,88,Z
$Datos,2463, 99,7,8,88,Z
$Datos,2464, 99,7,8,88,Z
$Datos,2465, 99,7,8,88,Z
$Datos,2466, 99,7,8,88,Z
$Datos,2467, 99,7,9,88,Z
$Datos,2468, 99,7,9,88,Z
$Datos,2469, 99,7,8,88,Z
$Datos,2470, 99,7,8,88,Z
$Datos,2471, 99,7,8,88,Z
$Datos,2472, 99,7,9,88,Z
$Datos,2473, 99,7,9,88,Z
$Datos,2474, 99,7,9,88,Z
$Datos,2475, 99,7,9,88,Z
$Datos,2476, 99,7,9,88,Z
$Datos,2477, 99,7,9,88,Z
$Datos,2478, 99,7,9,88,Z
$Datos,2479, 99,7,9,88,Z
$Datos,2480, 99,7,8,88,Z
$Datos,2481, 99,7,9,88,Z
$Datos,2482, 99,7,9,88,Z
$Datos,2483, 99,7,8,88,Z
$Datos,2484, 99,7,9,88,Z
$Datos,2485, 99,7,8,88,Z
$Datos,2486, 99,7,8,88,Z
$Datos,2487, 99,7,9,88,Z
$Datos,2488, 99,7,9,88,Z
$Datos,2489, 99,7,8,88,Z
$Datos,2490, 99,7,9,88,Z
$Datos,2491, 99,7,9,88,Z
$Datos,2492, 99,7,9,88,Z
$Datos,2493, 99,7,8,88,Z
$Datos,2494, 99,7,9,88,Z
$Datos,2495, 99,7,9,88,Z
$Datos,2496, 99,7,9,88,Z
$Datos,2497, 99,7,9,88,Z
$Datos,2498, 99,7,9,88,Z
$Datos,2499, 99,7,9,88,Z
$Datos,2500, 99,7,9,88,Z
$Datos,2501, 99,7,9,88,Z
$Datos,2502, 99,7,9,88,Z
$Datos,2503, 99,7,9,88,Z
$Datos,2504, 99,7,9,88,Z
$Datos,2505, 99,7,9,88,Z
$Datos,2506, 99,7,10,88,Z
$Datos,2507, 99,7,10,88,Z
$Datos,2508, 99,7,9,88,Z
$Datos,2509, 99,7,10,88,Z
$Datos,2510, 99,7,9,88,Z
$Datos,2511, 99,7,10,88,Z
$Datos,2512, 99,7,10,88,Z
$Datos,2513, 99,7,9,88,Z
$Datos,2514, 99,7,9,88,Z
$Datos,2515, 99,7,10,88,Z
$Datos,2516, 99,7,10,88,Z
$Datos,2517, 99,7,10,88,Z
$Datos,2518, 99,7,10,88,Z
$Datos,2519, 99,7,10,88,Z
$Datos,2520, 99,7,10,88,Z
$Datos,2521, 99,7,10,88,Z
$Datos,2522, 99,7,9,88,Z
$Datos,2523, 99,7,9,88,Z
$Datos,2524, 99,7,10,88,Z
$Datos,2525, 99,7,10,88,Z
$Datos,2526, 99,7,10,88,Z
$Datos,2527, 99,7,11,88,Z
$Datos,2528, 99,7,10,88,Z
$Datos,2529, 99,7,10,88,Z
$Datos,2530, 99,7,10,88,Z
$Datos,2531, 99,7,10,88,Z
$Datos,2532, 99,7,10,88,Z
$Datos,2533, 99,7,10,88,Z
$Datos,2534, 99,7,11,88,Z
$Datos,2535, 99,7,10,88,Z
$Datos,2536, 99,7,11,88,Z
$Datos,2537, 99,7,10,88,Z
$Datos,2538, 99,7,11,88,Z
$Datos,2539, 99,7,11,88,Z
$Datos,2540, 99,7,11,88,Z
$Datos,2541, 99,7,10,88,Z
$Datos,2542, 99,7,10,88,Z
$Datos,2543, 99,7,11,88,Z
$Datos,2544, 99,7,10,88,Z
$Datos,2545, 99,7,11,88,Z
$Datos,2546, 99,7,11,88,Z
$Datos,2547, 99,7,10,88,Z
$Datos,2548, 99,7,11,88,Z
$Datos,2549, 99,7,10,88,Z
$Datos,2550, 99,7,10,88,Z
$Datos,2551, 99,7,11,88,Z
$Datos,2552, 99,7,10,88,Z
$Datos,2553, 99,7,10,88,Z
$Datos,2554, 99,7,11,88,Z
$Datos,2555, 99,7,11,88,Z
$Datos,2556, 99,7,11,88,Z
$Datos,2557, 99,7,11,88,Z
$Datos,2558, 99,7,11,88,Z
$Datos,2559, 99,7,11,88,Z
$Datos,2560, 99,7,11,88,Z
$Datos,2561, 99,7,11,88,Z
$Datos,2562, 99,7,11,88,Z
$Datos,2563, 99,7,12,88,Z
$Datos,2564, 99,7,12,88,Z
$Datos,2565, 99,7,11,88,Z
$Datos,2566, 99,7,12,88,Z
$Datos,2567, 99,7,11,88,Z
$Datos,2568, 99,7,12,88,Z
$Datos,2569, 99,7,12,88,Z
$Datos,2570, 99,7,12,88,Z
$Datos,2571, 99,7,11,88,Z
$Datos,2572, 99,7,12,88,Z
$Datos,2573, 99,7,11,88,Z
$Datos,2574, 99,7,11,88,Z
$Datos,2575, 99,7,12,88,Z
$Datos,2576, 99,7,12,88,Z
$Datos,2577, 99,7,12,88,Z
$Datos,2578, 99,7,12,88,Z
$Datos,2579, 99,7,11,88,Z
$Datos,2580, 99,7,12,88,Z
$Datos,2581, 99,7,11,88,Z
$Datos,2582, 99,7,12,88,Z
$Datos,2583, 99,7,12,88,Z
$Datos,2584, 99,7,12,88,Z
$Datos,2585, 99,7,12,88,Z
$Datos,2586, 99,7,12,88,Z
$Datos,2587, 99,7,12,88,Z
$Datos,2588, 99,7,12,88,Z
$Datos,2589, 99,7,12,88,Z
$Datos,2590, 99,7,12,88,Z
$Datos,2591, 99,7,12,88,Z
$Datos,2592, 99,7,12,88,Z
$Datos,2593, 99,7,12,88,Z
$Datos,2594, 99,7,12,88,Z
$Datos,2595, 99,7,12,88,Z
$Datos,2596, 99,7,12,88,Z
$Datos,2597, 99,7,12,88,Z
$Datos,2598, 99,7,12,88,Z
$Datos,2599, 99,7,12,88,Z
$Datos,2600, 99,7,12,88,Z
$Datos,2601, 99,7,12,88,Z
$Datos,2602, 99,7,12,88,Z
$Datos,2603, 99,7,12,88,Z
$Datos,2604, 99,7,12,88,Z
$Datos,2605, 99,7,12,88,Z
$Datos,2606, 99,7,12,88,Z
$Datos,2607, 99,7,12,88,Z
$Datos,2608, 99,7,13,88,Z
$Datos,2609, 99,7,12,88,Z
$Datos,2610, 99,7,13,88,Z
$Datos,2611, 99,7,12,88,Z
$Datos,2612, 99,7,13,88,Z
$Datos,2613, 99,7,12,88,Z
$Datos,2614, 99,7,13,88,Z
$Datos,2615, 99,7,13,88,Z
$Datos,2616, 99,7,12,88,Z
$Datos,2617, 99,7,13,88,Z
$Datos,2618, 99,7,13,88,Z
$Datos,2619, 99,7,13,88,Z
$Datos,2620, 99,7,13,88,Z
$Datos,2621, 99,7,12,88,Z
$Datos,2622, 99,7,13,88,Z
$Datos,2623, 99,7,13,88,Z
$Datos,2624, 99,7,13,88,Z
$Datos,2625, 99,7,13,88,Z
$Datos,2626, 99,7,13,88,Z
$Datos,2627, 99,7,13,88,Z
$Datos,2628, 99,7,13,88,Z
$Datos,2629, 99,7,14,88,Z
$Datos,2630, 99,7,13,88,Z
$Datos,2631, 99,7,13,88,Z
$Datos,2632, 99,7,14,88,Z
$Datos,2633, 99,7,14,88,Z
$Datos,2634, 99,7,13,88,Z
$Datos,2635, 99,7,13,88,Z
$Datos,2636, 99,7,13,88,Z
$Datos,2637, 99,7,13,88,Z
$Datos,2638, 99,7,14,88,Z
$Datos,2639, 99,7,14,88,Z
$Datos,2640, 99,7,13,88,Z
$Datos,2641, 99,7,13,88,Z
$Datos,2642, 99,7,13,88,Z
$Datos,2643, 99,7,13,88,Z
$Datos,2644, 99,7,13,88,Z
$Datos,2645, 99,7,14,88,Z
$Datos,2646, 99,7,14,88,Z
$Datos,2647, 99,7,14,88,Z
$Datos,2648, 99,7,13,88,Z
$Datos,2649, 99,7,13,88,Z
$Datos,2650, 99,7,13,88,Z
$Datos,2651, 99,7,14,88,Z
$Datos,2652, 99,7,13,88,Z
$Datos,2653, 99,7,14,88,Z
$Datos,2654, 99,7,14,88,Z
$Datos,2655, 99,7,14,88,Z
$Datos,2656, 99,7,14,88,Z
$Datos,2657, 99,7,15,88,Z
$Datos,2658, 99,7,14,88,Z
$Datos,2659, 99,7,14,88,Z
$Datos,2660, 99,7,14,88,Z
$Datos,2661, 99,7,14,88,Z
$Datos,2662, 99,7,15,88,Z
$Datos,2663, 99,7,14,88,Z
$Datos,2664, 99,7,15,88,Z
$Datos,2665, 99,7,14,88,Z
$Datos,2666, 99,7,15,88,Z
$Datos,2667, 99,7,14,88,Z
$Datos,2668, 99,7,14,88,Z
$Datos,2669, 99,7,14,88,Z
$Datos,2670, 99,7,15,88,Z
$Datos,2671, 99,7,15,88,Z
$Datos,2672, 99,7,15,88,Z
$Datos,2673, 99,7,15,88,Z
$Datos,2674, 99,7,15,88,Z
$Datos,2675, 99,7,15,88,Z
$Datos,2676, 99,7,15,88,Z
$Datos,2677, 99,7,15,88,Z
$Datos,2678, 99,7,15,88,Z
$Datos,2679, 99,7,15,88,Z
$Datos,2680, 99,7,15,88,Z
$Datos,2681, 99,7,15,88,Z
$Datos,2682, 99,7,15,88,Z
$Datos,2683, 99,7,15,88,Z
$Datos,2684, 99,7,15,88,Z
$Datos,2685, 99,7,15,88,Z
$Datos,2686, 99,7,15,88,Z
$Datos,2687, 99,7,15,88,Z
$Datos,2688, 99,7,15,88,Z
$Datos,2689, 99,7,15,88,Z
$Datos,2690, 99,7,16,88,Z
$Datos,2691, 99,7,16,88,Z
$Datos,2692, 99,7,16,88,Z
$Datos,2693, 99,7,16,88,Z
$Datos,2694, 99,7,16,88,Z
